cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,le,lj,nj,jaceps,gamma,im,imsteps,maxsv,nbch,uselie
0656,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0657,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0658,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0659,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0660,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0661,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0662,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0663,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0664,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0665,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0666,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0667,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0668,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0669,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0670,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0671,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0672,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,DMFFD,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
